exp_moment,animal_ID,model,repeat_idx,total_reward,n_actions,seed,elapsed_s
251104-230415,033,Random,0,33.0,87,42,0.00946187973022461
251104-230415,033,Random,1,10.0,87,43,0.009599924087524414
251104-230415,033,Random,2,17.0,87,44,0.00959324836730957
251104-230415,033,Random,3,23.0,87,45,0.009554862976074219
251104-230415,033,Random,4,18.0,87,46,0.009785890579223633
251104-230415,033,Random_forward,0,32.0,87,42,0.009713888168334961
251104-230415,033,Random_forward,1,41.0,87,43,0.009731054306030273
251104-230415,033,Random_forward,2,34.0,87,44,0.009898900985717773
251104-230415,033,Random_forward,3,46.0,87,45,0.009597063064575195
251104-230415,033,Random_forward,4,36.0,87,46,0.010061025619506836
251104-230415,033,Greedy_oracle,0,76.0,87,42,0.007646322250366211
251104-230415,033,Greedy_oracle,1,76.0,87,43,0.0076177120208740234
251104-230415,033,Greedy_oracle,2,76.0,87,44,0.007526874542236328
251104-230415,033,Greedy_oracle,3,76.0,87,45,0.0075380802154541016
251104-230415,033,Greedy_oracle,4,76.0,87,46,0.007597208023071289
260201-212331,033,Random,0,52.0,294,42,0.033020973205566406
260201-212331,033,Random,1,64.0,294,43,0.032724857330322266
260201-212331,033,Random,2,46.0,294,44,0.03347015380859375
260201-212331,033,Random,3,22.0,294,45,0.033418893814086914
260201-212331,033,Random,4,40.0,294,46,0.03321504592895508
260201-212331,033,Random_forward,0,105.0,294,42,0.03304696083068848
260201-212331,033,Random_forward,1,111.0,294,43,0.03368496894836426
260201-212331,033,Random_forward,2,108.0,294,44,0.03365969657897949
260201-212331,033,Random_forward,3,108.0,294,45,0.03375506401062012
260201-212331,033,Random_forward,4,127.0,294,46,0.0330808162689209
260201-212331,033,Greedy_oracle,0,250.0,294,42,0.027962923049926758
260201-212331,033,Greedy_oracle,1,250.0,294,43,0.02757883071899414
260201-212331,033,Greedy_oracle,2,250.0,294,44,0.027931928634643555
260201-212331,033,Greedy_oracle,3,250.0,294,45,0.02774977684020996
260201-212331,033,Greedy_oracle,4,250.0,294,46,0.027288198471069336
260202-202543,033,Random,0,40.0,236,42,0.02655792236328125
260202-202543,033,Random,1,56.0,236,43,0.026543140411376953
260202-202543,033,Random,2,41.0,236,44,0.026456117630004883
260202-202543,033,Random,3,13.0,236,45,0.026348114013671875
260202-202543,033,Random,4,39.0,236,46,0.02655196189880371
260202-202543,033,Random_forward,0,85.0,236,42,0.026566028594970703
260202-202543,033,Random_forward,1,96.0,236,43,0.02655315399169922
260202-202543,033,Random_forward,2,93.0,236,44,0.027743101119995117
260202-202543,033,Random_forward,3,97.0,236,45,0.027397871017456055
260202-202543,033,Random_forward,4,110.0,236,46,0.03147006034851074
260202-202543,033,Greedy_oracle,0,201.0,236,42,0.0233001708984375
260202-202543,033,Greedy_oracle,1,201.0,236,43,0.022370100021362305
260202-202543,033,Greedy_oracle,2,201.0,236,44,0.022198915481567383
260202-202543,033,Greedy_oracle,3,202.0,236,45,0.02202010154724121
260202-202543,033,Greedy_oracle,4,202.0,236,46,0.022297143936157227
260203-171228,033,Random,0,42.0,255,42,0.028490066528320312
260203-171228,033,Random,1,63.0,255,43,0.029208898544311523
260203-171228,033,Random,2,41.0,255,44,0.028380155563354492
260203-171228,033,Random,3,17.0,255,45,0.02850794792175293
260203-171228,033,Random,4,39.0,255,46,0.028142213821411133
260203-171228,033,Random_forward,0,95.0,255,42,0.028456926345825195
260203-171228,033,Random_forward,1,101.0,255,43,0.028551101684570312
260203-171228,033,Random_forward,2,96.0,255,44,0.028656959533691406
260203-171228,033,Random_forward,3,99.0,255,45,0.02874279022216797
260203-171228,033,Random_forward,4,124.0,255,46,0.028270959854125977
260203-171228,033,Greedy_oracle,0,217.0,255,42,0.02393507957458496
260203-171228,033,Greedy_oracle,1,217.0,255,43,0.023843050003051758
260203-171228,033,Greedy_oracle,2,217.0,255,44,0.02391195297241211
260203-171228,033,Greedy_oracle,3,218.0,255,45,0.023944854736328125
260203-171228,033,Greedy_oracle,4,218.0,255,46,0.023944854736328125
260204-193925,033,Random,0,27.0,151,42,0.01668405532836914
260204-193925,033,Random,1,40.0,151,43,0.016851186752319336
260204-193925,033,Random,2,39.0,151,44,0.016915082931518555
260204-193925,033,Random,3,13.0,151,45,0.01705002784729004
260204-193925,033,Random,4,28.0,151,46,0.016930103302001953
260204-193925,033,Random_forward,0,66.0,151,42,0.017174959182739258
260204-193925,033,Random_forward,1,62.0,151,43,0.017262697219848633
260204-193925,033,Random_forward,2,56.0,151,44,0.017328739166259766
260204-193925,033,Random_forward,3,55.0,151,45,0.017058610916137695
260204-193925,033,Random_forward,4,77.0,151,46,0.016846895217895508
260204-193925,033,Greedy_oracle,0,129.0,151,42,0.014184951782226562
260204-193925,033,Greedy_oracle,1,129.0,151,43,0.014059066772460938
260204-193925,033,Greedy_oracle,2,129.0,151,44,0.014487028121948242
260204-193925,033,Greedy_oracle,3,129.0,151,45,0.014639854431152344
260204-193925,033,Greedy_oracle,4,129.0,151,46,0.014503955841064453
260205-191855,033,Random,0,21.0,127,42,0.014096975326538086
260205-191855,033,Random,1,34.0,127,43,0.013953208923339844
260205-191855,033,Random,2,28.0,127,44,0.013340950012207031
260205-191855,033,Random,3,13.0,127,45,0.014250040054321289
260205-191855,033,Random,4,28.0,127,46,0.015034914016723633
260205-191855,033,Random_forward,0,50.0,127,42,0.015308141708374023
260205-191855,033,Random_forward,1,49.0,127,43,0.014631986618041992
260205-191855,033,Random_forward,2,45.0,127,44,0.014716148376464844
260205-191855,033,Random_forward,3,52.0,127,45,0.014421701431274414
260205-191855,033,Random_forward,4,69.0,127,46,0.014646053314208984
260205-191855,033,Greedy_oracle,0,109.0,127,42,0.012076854705810547
260205-191855,033,Greedy_oracle,1,109.0,127,43,0.012179136276245117
260205-191855,033,Greedy_oracle,2,109.0,127,44,0.01308894157409668
260205-191855,033,Greedy_oracle,3,108.0,127,45,0.012996912002563477
260205-191855,033,Greedy_oracle,4,108.0,127,46,0.012708902359008789
260206-144834,033,Random,0,98.0,518,42,0.0601809024810791
260206-144834,033,Random,1,112.0,518,43,0.059095144271850586
260206-144834,033,Random,2,66.0,518,44,0.058673858642578125
260206-144834,033,Random,3,53.0,518,45,0.05827188491821289
260206-144834,033,Random,4,46.0,518,46,0.05975699424743652
260206-144834,033,Random_forward,0,189.0,518,42,0.059242963790893555
260206-144834,033,Random_forward,1,208.0,518,43,0.05879402160644531
260206-144834,033,Random_forward,2,191.0,518,44,0.06014204025268555
260206-144834,033,Random_forward,3,160.0,518,45,0.059578895568847656
260206-144834,033,Random_forward,4,207.0,518,46,0.05906987190246582
260206-144834,033,Greedy_oracle,0,440.0,518,42,0.04901599884033203
260206-144834,033,Greedy_oracle,1,440.0,518,43,0.04917097091674805
260206-144834,033,Greedy_oracle,2,440.0,518,44,0.04976987838745117
260206-144834,033,Greedy_oracle,3,441.0,518,45,0.049127817153930664
260206-144834,033,Greedy_oracle,4,441.0,518,46,0.04896998405456543
260208-145358,033,Random,0,40.0,234,42,0.02698683738708496
260208-145358,033,Random,1,56.0,234,43,0.027058839797973633
260208-145358,033,Random,2,41.0,234,44,0.027203798294067383
260208-145358,033,Random,3,13.0,234,45,0.02681708335876465
260208-145358,033,Random,4,39.0,234,46,0.026851177215576172
260208-145358,033,Random_forward,0,84.0,234,42,0.026836872100830078
260208-145358,033,Random_forward,1,96.0,234,43,0.0277707576751709
260208-145358,033,Random_forward,2,92.0,234,44,0.02724599838256836
260208-145358,033,Random_forward,3,97.0,234,45,0.02676677703857422
260208-145358,033,Random_forward,4,108.0,234,46,0.027391910552978516
260208-145358,033,Greedy_oracle,0,199.0,234,42,0.021958351135253906
260208-145358,033,Greedy_oracle,1,199.0,234,43,0.022298097610473633
260208-145358,033,Greedy_oracle,2,199.0,234,44,0.02265310287475586
260208-145358,033,Greedy_oracle,3,200.0,234,45,0.02216315269470215
260208-145358,033,Greedy_oracle,4,200.0,234,46,0.022668123245239258
260209-143612,033,Random,0,37.0,223,42,0.0269927978515625
260209-143612,033,Random,1,55.0,223,43,0.025475025177001953
260209-143612,033,Random,2,41.0,223,44,0.025398731231689453
260209-143612,033,Random,3,13.0,223,45,0.024791240692138672
260209-143612,033,Random,4,39.0,223,46,0.025552988052368164
260209-143612,033,Random_forward,0,80.0,223,42,0.0250701904296875
260209-143612,033,Random_forward,1,88.0,223,43,0.025599956512451172
260209-143612,033,Random_forward,2,91.0,223,44,0.025365114212036133
260209-143612,033,Random_forward,3,96.0,223,45,0.0254971981048584
260209-143612,033,Random_forward,4,102.0,223,46,0.025255918502807617
260209-143612,033,Greedy_oracle,0,190.0,223,42,0.020741939544677734
260209-143612,033,Greedy_oracle,1,190.0,223,43,0.020586013793945312
260209-143612,033,Greedy_oracle,2,190.0,223,44,0.020987987518310547
260209-143612,033,Greedy_oracle,3,190.0,223,45,0.02148723602294922
260209-143612,033,Greedy_oracle,4,190.0,223,46,0.021722078323364258
260210-142932,033,Random,0,40.0,236,42,0.026149272918701172
260210-142932,033,Random,1,56.0,236,43,0.027035236358642578
260210-142932,033,Random,2,41.0,236,44,0.026233911514282227
260210-142932,033,Random,3,13.0,236,45,0.026357173919677734
260210-142932,033,Random,4,39.0,236,46,0.02650618553161621
260210-142932,033,Random_forward,0,85.0,236,42,0.02663707733154297
260210-142932,033,Random_forward,1,96.0,236,43,0.02678394317626953
260210-142932,033,Random_forward,2,93.0,236,44,0.026992082595825195
260210-142932,033,Random_forward,3,97.0,236,45,0.027218103408813477
260210-142932,033,Random_forward,4,110.0,236,46,0.02676105499267578
260210-142932,033,Greedy_oracle,0,201.0,236,42,0.022064924240112305
260210-142932,033,Greedy_oracle,1,201.0,236,43,0.021634817123413086
260210-142932,033,Greedy_oracle,2,201.0,236,44,0.022233009338378906
260210-142932,033,Greedy_oracle,3,202.0,236,45,0.02277517318725586
260210-142932,033,Greedy_oracle,4,202.0,236,46,0.02267909049987793
260211-143636,033,Random,0,50.0,283,42,0.03161907196044922
260211-143636,033,Random,1,64.0,283,43,0.03181886672973633
260211-143636,033,Random,2,42.0,283,44,0.032576560974121094
260211-143636,033,Random,3,22.0,283,45,0.031456947326660156
260211-143636,033,Random,4,40.0,283,46,0.03227424621582031
260211-143636,033,Random_forward,0,98.0,283,42,0.03230690956115723
260211-143636,033,Random_forward,1,111.0,283,43,0.033081769943237305
260211-143636,033,Random_forward,2,108.0,283,44,0.03226900100708008
260211-143636,033,Random_forward,3,108.0,283,45,0.03209114074707031
260211-143636,033,Random_forward,4,126.0,283,46,0.031707048416137695
260211-143636,033,Greedy_oracle,0,241.0,283,42,0.02665996551513672
260211-143636,033,Greedy_oracle,1,241.0,283,43,0.0262911319732666
260211-143636,033,Greedy_oracle,2,241.0,283,44,0.02659916877746582
260211-143636,033,Greedy_oracle,3,241.0,283,45,0.026141881942749023
260211-143636,033,Greedy_oracle,4,241.0,283,46,0.027021169662475586
260213-001923,033,Random,0,42.0,250,42,0.02797532081604004
260213-001923,033,Random,1,62.0,250,43,0.028931140899658203
260213-001923,033,Random,2,41.0,250,44,0.028078079223632812
260213-001923,033,Random,3,14.0,250,45,0.027560949325561523
260213-001923,033,Random,4,39.0,250,46,0.027979135513305664
260213-001923,033,Random_forward,0,95.0,250,42,0.027589082717895508
260213-001923,033,Random_forward,1,97.0,250,43,0.02826690673828125
260213-001923,033,Random_forward,2,96.0,250,44,0.02900409698486328
260213-001923,033,Random_forward,3,98.0,250,45,0.02836298942565918
260213-001923,033,Random_forward,4,119.0,250,46,0.02793288230895996
260213-001923,033,Greedy_oracle,0,213.0,250,42,0.0232698917388916
260213-001923,033,Greedy_oracle,1,213.0,250,43,0.02379775047302246
260213-001923,033,Greedy_oracle,2,213.0,250,44,0.023005247116088867
260213-001923,033,Greedy_oracle,3,213.0,250,45,0.023675918579101562
260213-001923,033,Greedy_oracle,4,213.0,250,46,0.023660898208618164
260213-223917,033,Random,0,42.0,257,42,0.028827905654907227
260213-223917,033,Random,1,63.0,257,43,0.02928328514099121
260213-223917,033,Random,2,41.0,257,44,0.028532981872558594
260213-223917,033,Random,3,18.0,257,45,0.02892017364501953
260213-223917,033,Random,4,39.0,257,46,0.028332233428955078
260213-223917,033,Random_forward,0,95.0,257,42,0.02909111976623535
260213-223917,033,Random_forward,1,103.0,257,43,0.029129981994628906
260213-223917,033,Random_forward,2,97.0,257,44,0.028853893280029297
260213-223917,033,Random_forward,3,101.0,257,45,0.02945089340209961
260213-223917,033,Random_forward,4,125.0,257,46,0.029130220413208008
260213-223917,033,Greedy_oracle,0,219.0,257,42,0.024219989776611328
260213-223917,033,Greedy_oracle,1,219.0,257,43,0.023939847946166992
260213-223917,033,Greedy_oracle,2,219.0,257,44,0.024004220962524414
260213-223917,033,Greedy_oracle,3,219.0,257,45,0.024213075637817383
260213-223917,033,Greedy_oracle,4,219.0,257,46,0.024407148361206055
260216-230300,033,Random,0,47.0,270,42,0.02979302406311035
260216-230300,033,Random,1,64.0,270,43,0.0305020809173584
260216-230300,033,Random,2,42.0,270,44,0.029967784881591797
260216-230300,033,Random,3,21.0,270,45,0.02949690818786621
260216-230300,033,Random,4,39.0,270,46,0.03066420555114746
260216-230300,033,Random_forward,0,96.0,270,42,0.030018091201782227
260216-230300,033,Random_forward,1,110.0,270,43,0.030356884002685547
260216-230300,033,Random_forward,2,102.0,270,44,0.03040313720703125
260216-230300,033,Random_forward,3,108.0,270,45,0.030267000198364258
260216-230300,033,Random_forward,4,126.0,270,46,0.03014993667602539
260216-230300,033,Greedy_oracle,0,230.0,270,42,0.025624990463256836
260216-230300,033,Greedy_oracle,1,230.0,270,43,0.025696754455566406
260216-230300,033,Greedy_oracle,2,230.0,270,44,0.02525186538696289
260216-230300,033,Greedy_oracle,3,230.0,270,45,0.025551795959472656
260216-230300,033,Greedy_oracle,4,230.0,270,46,0.025663137435913086
260217-193501,033,Random,0,42.0,242,42,0.027206897735595703
260217-193501,033,Random,1,59.0,242,43,0.02775096893310547
260217-193501,033,Random,2,41.0,242,44,0.02666187286376953
260217-193501,033,Random,3,13.0,242,45,0.02716970443725586
260217-193501,033,Random,4,39.0,242,46,0.02689385414123535
260217-193501,033,Random_forward,0,89.0,242,42,0.026955842971801758
260217-193501,033,Random_forward,1,96.0,242,43,0.02758312225341797
260217-193501,033,Random_forward,2,96.0,242,44,0.027358055114746094
260217-193501,033,Random_forward,3,98.0,242,45,0.027340173721313477
260217-193501,033,Random_forward,4,113.0,242,46,0.026808977127075195
260217-193501,033,Greedy_oracle,0,206.0,242,42,0.022572040557861328
260217-193501,033,Greedy_oracle,1,206.0,242,43,0.022468090057373047
260217-193501,033,Greedy_oracle,2,206.0,242,44,0.022314071655273438
260217-193501,033,Greedy_oracle,3,206.0,242,45,0.022458791732788086
260217-193501,033,Greedy_oracle,4,206.0,242,46,0.022976160049438477
260218-180723,033,Random,0,49.0,291,42,0.03174185752868652
260218-180723,033,Random,1,49.0,291,43,0.03120708465576172
260218-180723,033,Random,2,56.0,291,44,0.030930280685424805
260218-180723,033,Random,3,47.0,291,45,0.031240224838256836
260218-180723,033,Random,4,26.0,291,46,0.03161907196044922
260218-180723,033,Random_forward,0,55.0,291,42,0.03175997734069824
260218-180723,033,Random_forward,1,83.0,291,43,0.031301259994506836
260218-180723,033,Random_forward,2,116.0,291,44,0.03162980079650879
260218-180723,033,Random_forward,3,105.0,291,45,0.031241178512573242
260218-180723,033,Random_forward,4,120.0,291,46,0.03142094612121582
260218-180723,033,Greedy_oracle,0,269.0,291,42,0.025416851043701172
260218-180723,033,Greedy_oracle,1,269.0,291,43,0.025628089904785156
260218-180723,033,Greedy_oracle,2,269.0,291,44,0.025341033935546875
260218-180723,033,Greedy_oracle,3,272.0,291,45,0.025487899780273438
260218-180723,033,Greedy_oracle,4,272.0,291,46,0.025959014892578125
260219-233757,033,Random,0,28.0,175,42,0.018970012664794922
260219-233757,033,Random,1,27.0,175,43,0.01895308494567871
260219-233757,033,Random,2,37.0,175,44,0.018290996551513672
260219-233757,033,Random,3,36.0,175,45,0.018864154815673828
260219-233757,033,Random,4,26.0,175,46,0.019942045211791992
260219-233757,033,Random_forward,0,28.0,175,42,0.020280122756958008
260219-233757,033,Random_forward,1,70.0,175,43,0.019124984741210938
260219-233757,033,Random_forward,2,70.0,175,44,0.020006179809570312
260219-233757,033,Random_forward,3,77.0,175,45,0.01900196075439453
260219-233757,033,Random_forward,4,84.0,175,46,0.019260883331298828
260219-233757,033,Greedy_oracle,0,160.0,175,42,0.015249013900756836
260219-233757,033,Greedy_oracle,1,160.0,175,43,0.015582084655761719
260219-233757,033,Greedy_oracle,2,160.0,175,44,0.015687942504882812
260219-233757,033,Greedy_oracle,3,163.0,175,45,0.015532732009887695
260219-233757,033,Greedy_oracle,4,163.0,175,46,0.01533198356628418
260220-185055,033,Random,0,39.0,246,42,0.026835918426513672
260220-185055,033,Random,1,37.0,246,43,0.02668309211730957
260220-185055,033,Random,2,47.0,246,44,0.025789976119995117
260220-185055,033,Random,3,42.0,246,45,0.02681112289428711
260220-185055,033,Random,4,26.0,246,46,0.026327133178710938
260220-185055,033,Random_forward,0,55.0,246,42,0.026688814163208008
260220-185055,033,Random_forward,1,83.0,246,43,0.026784896850585938
260220-185055,033,Random_forward,2,109.0,246,44,0.026930809020996094
260220-185055,033,Random_forward,3,84.0,246,45,0.026922941207885742
260220-185055,033,Random_forward,4,105.0,246,46,0.026838064193725586
260220-185055,033,Greedy_oracle,0,227.0,246,42,0.021775245666503906
260220-185055,033,Greedy_oracle,1,227.0,246,43,0.021937847137451172
260220-185055,033,Greedy_oracle,2,227.0,246,44,0.02192997932434082
260220-185055,033,Greedy_oracle,3,230.0,246,45,0.02139902114868164
260220-185055,033,Greedy_oracle,4,230.0,246,46,0.02145671844482422
260222-190726,033,Random,0,24.0,151,42,0.016510009765625
260222-190726,033,Random,1,27.0,151,43,0.016127824783325195
260222-190726,033,Random,2,36.0,151,44,0.016205787658691406
260222-190726,033,Random,3,29.0,151,45,0.016685962677001953
260222-190726,033,Random,4,24.0,151,46,0.016708850860595703
260222-190726,033,Random_forward,0,28.0,151,42,0.016711950302124023
260222-190726,033,Random_forward,1,70.0,151,43,0.016297340393066406
260222-190726,033,Random_forward,2,68.0,151,44,0.0164029598236084
260222-190726,033,Random_forward,3,57.0,151,45,0.016350984573364258
260222-190726,033,Random_forward,4,73.0,151,46,0.0164339542388916
260222-190726,033,Greedy_oracle,0,138.0,151,42,0.013328075408935547
260222-190726,033,Greedy_oracle,1,138.0,151,43,0.013223886489868164
260222-190726,033,Greedy_oracle,2,138.0,151,44,0.013318777084350586
260222-190726,033,Greedy_oracle,3,141.0,151,45,0.013400077819824219
260222-190726,033,Greedy_oracle,4,141.0,151,46,0.013338804244995117
260223-191545,033,Random,0,24.0,131,42,0.014132022857666016
260223-191545,033,Random,1,27.0,131,43,0.014135122299194336
260223-191545,033,Random,2,34.0,131,44,0.013850927352905273
260223-191545,033,Random,3,18.0,131,45,0.014086246490478516
260223-191545,033,Random,4,24.0,131,46,0.014320135116577148
260223-191545,033,Random_forward,0,28.0,131,42,0.01416921615600586
260223-191545,033,Random_forward,1,63.0,131,43,0.014569997787475586
260223-191545,033,Random_forward,2,56.0,131,44,0.014402627944946289
260223-191545,033,Random_forward,3,51.0,131,45,0.014510154724121094
260223-191545,033,Random_forward,4,58.0,131,46,0.014408111572265625
260223-191545,033,Greedy_oracle,0,119.0,131,42,0.012144804000854492
260223-191545,033,Greedy_oracle,1,119.0,131,43,0.011917829513549805
260223-191545,033,Greedy_oracle,2,119.0,131,44,0.011683940887451172
260223-191545,033,Greedy_oracle,3,122.0,131,45,0.011748790740966797
260223-191545,033,Greedy_oracle,4,122.0,131,46,0.011619091033935547
