exp_moment,model,seed,total_reward,n_actions,animal_ID
251104-230415,FullFwd,42,35.0,87,033
251104-230415,FullFwd,43,28.0,87,033
251104-230415,FullFwd,44,30.0,87,033
251104-230415,FullFwd,45,27.0,87,033
251104-230415,FullFwd,46,9.0,87,033
251104-230415,NoBkFullFwd,42,77.0,87,033
251104-230415,NoBkFullFwd,43,77.0,87,033
251104-230415,NoBkFullFwd,44,77.0,87,033
251104-230415,NoBkFullFwd,45,77.0,87,033
251104-230415,NoBkFullFwd,46,77.0,87,033
251104-230415,Clone_ego,42,19.0,87,033
251104-230415,Clone_ego,43,15.0,87,033
251104-230415,Clone_ego,44,19.0,87,033
251104-230415,Clone_ego,45,20.0,87,033
251104-230415,Clone_ego,46,19.0,87,033
251104-230415,Clone_allo_real,42,28.0,87,033
251104-230415,Clone_allo_real,43,16.0,87,033
251104-230415,Clone_allo_real,44,30.0,87,033
251104-230415,Clone_allo_real,45,17.0,87,033
251104-230415,Clone_allo_real,46,9.0,87,033
251104-230415,Clone_allo_latent,42,28.0,87,033
251104-230415,Clone_allo_latent,43,16.0,87,033
251104-230415,Clone_allo_latent,44,30.0,87,033
251104-230415,Clone_allo_latent,45,17.0,87,033
251104-230415,Clone_allo_latent,46,9.0,87,033
260201-212331,FullFwd,42,55.0,294,033
260201-212331,FullFwd,43,84.0,294,033
260201-212331,FullFwd,44,68.0,294,033
260201-212331,FullFwd,45,51.0,294,033
260201-212331,FullFwd,46,14.0,294,033
260201-212331,NoBkFullFwd,42,125.0,294,033
260201-212331,NoBkFullFwd,43,166.0,294,033
260201-212331,NoBkFullFwd,44,174.0,294,033
260201-212331,NoBkFullFwd,45,173.0,294,033
260201-212331,NoBkFullFwd,46,157.0,294,033
260201-212331,Clone_ego,42,111.0,294,033
260201-212331,Clone_ego,43,83.0,294,033
260201-212331,Clone_ego,44,103.0,294,033
260201-212331,Clone_ego,45,87.0,294,033
260201-212331,Clone_ego,46,111.0,294,033
260201-212331,Clone_allo_real,42,41.0,294,033
260201-212331,Clone_allo_real,43,63.0,294,033
260201-212331,Clone_allo_real,44,83.0,294,033
260201-212331,Clone_allo_real,45,56.0,294,033
260201-212331,Clone_allo_real,46,33.0,294,033
260201-212331,Clone_allo_latent,42,41.0,294,033
260201-212331,Clone_allo_latent,43,63.0,294,033
260201-212331,Clone_allo_latent,44,83.0,294,033
260201-212331,Clone_allo_latent,45,56.0,294,033
260201-212331,Clone_allo_latent,46,33.0,294,033
260202-202543,FullFwd,42,49.0,236,033
260202-202543,FullFwd,43,84.0,236,033
260202-202543,FullFwd,44,56.0,236,033
260202-202543,FullFwd,45,41.0,236,033
260202-202543,FullFwd,46,14.0,236,033
260202-202543,NoBkFullFwd,42,118.0,236,033
260202-202543,NoBkFullFwd,43,115.0,236,033
260202-202543,NoBkFullFwd,44,134.0,236,033
260202-202543,NoBkFullFwd,45,160.0,236,033
260202-202543,NoBkFullFwd,46,149.0,236,033
260202-202543,Clone_ego,42,73.0,236,033
260202-202543,Clone_ego,43,66.0,236,033
260202-202543,Clone_ego,44,78.0,236,033
260202-202543,Clone_ego,45,67.0,236,033
260202-202543,Clone_ego,46,41.0,236,033
260202-202543,Clone_allo_real,42,41.0,236,033
260202-202543,Clone_allo_real,43,53.0,236,033
260202-202543,Clone_allo_real,44,74.0,236,033
260202-202543,Clone_allo_real,45,38.0,236,033
260202-202543,Clone_allo_real,46,21.0,236,033
260202-202543,Clone_allo_latent,42,41.0,236,033
260202-202543,Clone_allo_latent,43,53.0,236,033
260202-202543,Clone_allo_latent,44,74.0,236,033
260202-202543,Clone_allo_latent,45,38.0,236,033
260202-202543,Clone_allo_latent,46,21.0,236,033
260203-171228,FullFwd,42,53.0,255,033
260203-171228,FullFwd,43,84.0,255,033
260203-171228,FullFwd,44,60.0,255,033
260203-171228,FullFwd,45,41.0,255,033
260203-171228,FullFwd,46,14.0,255,033
260203-171228,NoBkFullFwd,42,125.0,255,033
260203-171228,NoBkFullFwd,43,131.0,255,033
260203-171228,NoBkFullFwd,44,146.0,255,033
260203-171228,NoBkFullFwd,45,166.0,255,033
260203-171228,NoBkFullFwd,46,152.0,255,033
260203-171228,Clone_ego,42,89.0,255,033
260203-171228,Clone_ego,43,53.0,255,033
260203-171228,Clone_ego,44,97.0,255,033
260203-171228,Clone_ego,45,69.0,255,033
260203-171228,Clone_ego,46,52.0,255,033
260203-171228,Clone_allo_real,42,46.0,255,033
260203-171228,Clone_allo_real,43,39.0,255,033
260203-171228,Clone_allo_real,44,41.0,255,033
260203-171228,Clone_allo_real,45,51.0,255,033
260203-171228,Clone_allo_real,46,21.0,255,033
260203-171228,Clone_allo_latent,42,46.0,255,033
260203-171228,Clone_allo_latent,43,39.0,255,033
260203-171228,Clone_allo_latent,44,41.0,255,033
260203-171228,Clone_allo_latent,45,51.0,255,033
260203-171228,Clone_allo_latent,46,21.0,255,033
260204-193925,FullFwd,42,28.0,151,033
260204-193925,FullFwd,43,56.0,151,033
260204-193925,FullFwd,44,42.0,151,033
260204-193925,FullFwd,45,21.0,151,033
260204-193925,FullFwd,46,14.0,151,033
260204-193925,NoBkFullFwd,42,70.0,151,033
260204-193925,NoBkFullFwd,43,72.0,151,033
260204-193925,NoBkFullFwd,44,95.0,151,033
260204-193925,NoBkFullFwd,45,102.0,151,033
260204-193925,NoBkFullFwd,46,96.0,151,033
260204-193925,Clone_ego,42,41.0,151,033
260204-193925,Clone_ego,43,28.0,151,033
260204-193925,Clone_ego,44,41.0,151,033
260204-193925,Clone_ego,45,27.0,151,033
260204-193925,Clone_ego,46,13.0,151,033
260204-193925,Clone_allo_real,42,31.0,151,033
260204-193925,Clone_allo_real,43,26.0,151,033
260204-193925,Clone_allo_real,44,27.0,151,033
260204-193925,Clone_allo_real,45,34.0,151,033
260204-193925,Clone_allo_real,46,13.0,151,033
260204-193925,Clone_allo_latent,42,31.0,151,033
260204-193925,Clone_allo_latent,43,26.0,151,033
260204-193925,Clone_allo_latent,44,27.0,151,033
260204-193925,Clone_allo_latent,45,34.0,151,033
260204-193925,Clone_allo_latent,46,13.0,151,033
260205-191855,FullFwd,42,28.0,127,033
260205-191855,FullFwd,43,49.0,127,033
260205-191855,FullFwd,44,38.0,127,033
260205-191855,FullFwd,45,13.0,127,033
260205-191855,FullFwd,46,14.0,127,033
260205-191855,NoBkFullFwd,42,70.0,127,033
260205-191855,NoBkFullFwd,43,68.0,127,033
260205-191855,NoBkFullFwd,44,76.0,127,033
260205-191855,NoBkFullFwd,45,83.0,127,033
260205-191855,NoBkFullFwd,46,82.0,127,033
260205-191855,Clone_ego,42,38.0,127,033
260205-191855,Clone_ego,43,13.0,127,033
260205-191855,Clone_ego,44,52.0,127,033
260205-191855,Clone_ego,45,27.0,127,033
260205-191855,Clone_ego,46,26.0,127,033
260205-191855,Clone_allo_real,42,20.0,127,033
260205-191855,Clone_allo_real,43,26.0,127,033
260205-191855,Clone_allo_real,44,27.0,127,033
260205-191855,Clone_allo_real,45,30.0,127,033
260205-191855,Clone_allo_real,46,13.0,127,033
260205-191855,Clone_allo_latent,42,20.0,127,033
260205-191855,Clone_allo_latent,43,26.0,127,033
260205-191855,Clone_allo_latent,44,27.0,127,033
260205-191855,Clone_allo_latent,45,30.0,127,033
260205-191855,Clone_allo_latent,46,13.0,127,033
260206-144834,FullFwd,42,83.0,518,033
260206-144834,FullFwd,43,96.0,518,033
260206-144834,FullFwd,44,107.0,518,033
260206-144834,FullFwd,45,70.0,518,033
260206-144834,FullFwd,46,28.0,518,033
260206-144834,NoBkFullFwd,42,225.0,518,033
260206-144834,NoBkFullFwd,43,232.0,518,033
260206-144834,NoBkFullFwd,44,267.0,518,033
260206-144834,NoBkFullFwd,45,236.0,518,033
260206-144834,NoBkFullFwd,46,245.0,518,033
260206-144834,Clone_ego,42,98.0,518,033
260206-144834,Clone_ego,43,186.0,518,033
260206-144834,Clone_ego,44,139.0,518,033
260206-144834,Clone_ego,45,136.0,518,033
260206-144834,Clone_ego,46,168.0,518,033
260206-144834,Clone_allo_real,42,84.0,518,033
260206-144834,Clone_allo_real,43,76.0,518,033
260206-144834,Clone_allo_real,44,94.0,518,033
260206-144834,Clone_allo_real,45,90.0,518,033
260206-144834,Clone_allo_real,46,60.0,518,033
260206-144834,Clone_allo_latent,42,84.0,518,033
260206-144834,Clone_allo_latent,43,76.0,518,033
260206-144834,Clone_allo_latent,44,94.0,518,033
260206-144834,Clone_allo_latent,45,90.0,518,033
260206-144834,Clone_allo_latent,46,60.0,518,033
260208-145358,FullFwd,42,49.0,234,033
260208-145358,FullFwd,43,84.0,234,033
260208-145358,FullFwd,44,56.0,234,033
260208-145358,FullFwd,45,41.0,234,033
260208-145358,FullFwd,46,14.0,234,033
260208-145358,NoBkFullFwd,42,116.0,234,033
260208-145358,NoBkFullFwd,43,113.0,234,033
260208-145358,NoBkFullFwd,44,134.0,234,033
260208-145358,NoBkFullFwd,45,158.0,234,033
260208-145358,NoBkFullFwd,46,147.0,234,033
260208-145358,Clone_ego,42,99.0,234,033
260208-145358,Clone_ego,43,42.0,234,033
260208-145358,Clone_ego,44,72.0,234,033
260208-145358,Clone_ego,45,80.0,234,033
260208-145358,Clone_ego,46,69.0,234,033
260208-145358,Clone_allo_real,42,42.0,234,033
260208-145358,Clone_allo_real,43,35.0,234,033
260208-145358,Clone_allo_real,44,32.0,234,033
260208-145358,Clone_allo_real,45,51.0,234,033
260208-145358,Clone_allo_real,46,21.0,234,033
260208-145358,Clone_allo_latent,42,42.0,234,033
260208-145358,Clone_allo_latent,43,35.0,234,033
260208-145358,Clone_allo_latent,44,32.0,234,033
260208-145358,Clone_allo_latent,45,51.0,234,033
260208-145358,Clone_allo_latent,46,21.0,234,033
260209-143612,FullFwd,42,49.0,223,033
260209-143612,FullFwd,43,84.0,223,033
260209-143612,FullFwd,44,56.0,223,033
260209-143612,FullFwd,45,41.0,223,033
260209-143612,FullFwd,46,14.0,223,033
260209-143612,NoBkFullFwd,42,108.0,223,033
260209-143612,NoBkFullFwd,43,110.0,223,033
260209-143612,NoBkFullFwd,44,124.0,223,033
260209-143612,NoBkFullFwd,45,150.0,223,033
260209-143612,NoBkFullFwd,46,136.0,223,033
260209-143612,Clone_ego,42,64.0,223,033
260209-143612,Clone_ego,43,110.0,223,033
260209-143612,Clone_ego,44,58.0,223,033
260209-143612,Clone_ego,45,77.0,223,033
260209-143612,Clone_ego,46,54.0,223,033
260209-143612,Clone_allo_real,42,40.0,223,033
260209-143612,Clone_allo_real,43,42.0,223,033
260209-143612,Clone_allo_real,44,49.0,223,033
260209-143612,Clone_allo_real,45,49.0,223,033
260209-143612,Clone_allo_real,46,53.0,223,033
260209-143612,Clone_allo_latent,42,40.0,223,033
260209-143612,Clone_allo_latent,43,42.0,223,033
260209-143612,Clone_allo_latent,44,49.0,223,033
260209-143612,Clone_allo_latent,45,49.0,223,033
260209-143612,Clone_allo_latent,46,53.0,223,033
260210-142932,FullFwd,42,49.0,236,033
260210-142932,FullFwd,43,84.0,236,033
260210-142932,FullFwd,44,56.0,236,033
260210-142932,FullFwd,45,41.0,236,033
260210-142932,FullFwd,46,14.0,236,033
260210-142932,NoBkFullFwd,42,118.0,236,033
260210-142932,NoBkFullFwd,43,115.0,236,033
260210-142932,NoBkFullFwd,44,134.0,236,033
260210-142932,NoBkFullFwd,45,160.0,236,033
260210-142932,NoBkFullFwd,46,149.0,236,033
260210-142932,Clone_ego,42,77.0,236,033
260210-142932,Clone_ego,43,84.0,236,033
260210-142932,Clone_ego,44,63.0,236,033
260210-142932,Clone_ego,45,67.0,236,033
260210-142932,Clone_ego,46,74.0,236,033
260210-142932,Clone_allo_real,42,42.0,236,033
260210-142932,Clone_allo_real,43,53.0,236,033
260210-142932,Clone_allo_real,44,74.0,236,033
260210-142932,Clone_allo_real,45,38.0,236,033
260210-142932,Clone_allo_real,46,21.0,236,033
260210-142932,Clone_allo_latent,42,42.0,236,033
260210-142932,Clone_allo_latent,43,53.0,236,033
260210-142932,Clone_allo_latent,44,74.0,236,033
260210-142932,Clone_allo_latent,45,38.0,236,033
260210-142932,Clone_allo_latent,46,21.0,236,033
260211-143636,FullFwd,42,53.0,283,033
260211-143636,FullFwd,43,84.0,283,033
260211-143636,FullFwd,44,68.0,283,033
260211-143636,FullFwd,45,50.0,283,033
260211-143636,FullFwd,46,14.0,283,033
260211-143636,NoBkFullFwd,42,125.0,283,033
260211-143636,NoBkFullFwd,43,158.0,283,033
260211-143636,NoBkFullFwd,44,165.0,283,033
260211-143636,NoBkFullFwd,45,166.0,283,033
260211-143636,NoBkFullFwd,46,152.0,283,033
260211-143636,Clone_ego,42,106.0,283,033
260211-143636,Clone_ego,43,66.0,283,033
260211-143636,Clone_ego,44,60.0,283,033
260211-143636,Clone_ego,45,110.0,283,033
260211-143636,Clone_ego,46,78.0,283,033
260211-143636,Clone_allo_real,42,40.0,283,033
260211-143636,Clone_allo_real,43,59.0,283,033
260211-143636,Clone_allo_real,44,14.0,283,033
260211-143636,Clone_allo_real,45,55.0,283,033
260211-143636,Clone_allo_real,46,54.0,283,033
260211-143636,Clone_allo_latent,42,40.0,283,033
260211-143636,Clone_allo_latent,43,59.0,283,033
260211-143636,Clone_allo_latent,44,14.0,283,033
260211-143636,Clone_allo_latent,45,55.0,283,033
260211-143636,Clone_allo_latent,46,54.0,283,033
260213-001923,FullFwd,42,53.0,250,033
260213-001923,FullFwd,43,84.0,250,033
260213-001923,FullFwd,44,58.0,250,033
260213-001923,FullFwd,45,41.0,250,033
260213-001923,FullFwd,46,14.0,250,033
260213-001923,NoBkFullFwd,42,125.0,250,033
260213-001923,NoBkFullFwd,43,127.0,250,033
260213-001923,NoBkFullFwd,44,141.0,250,033
260213-001923,NoBkFullFwd,45,166.0,250,033
260213-001923,NoBkFullFwd,46,152.0,250,033
260213-001923,Clone_ego,42,94.0,250,033
260213-001923,Clone_ego,43,84.0,250,033
260213-001923,Clone_ego,44,84.0,250,033
260213-001923,Clone_ego,45,84.0,250,033
260213-001923,Clone_ego,46,70.0,250,033
260213-001923,Clone_allo_real,42,51.0,250,033
260213-001923,Clone_allo_real,43,40.0,250,033
260213-001923,Clone_allo_real,44,37.0,250,033
260213-001923,Clone_allo_real,45,51.0,250,033
260213-001923,Clone_allo_real,46,21.0,250,033
260213-001923,Clone_allo_latent,42,51.0,250,033
260213-001923,Clone_allo_latent,43,40.0,250,033
260213-001923,Clone_allo_latent,44,37.0,250,033
260213-001923,Clone_allo_latent,45,51.0,250,033
260213-001923,Clone_allo_latent,46,21.0,250,033
260213-223917,FullFwd,42,53.0,257,033
260213-223917,FullFwd,43,84.0,257,033
260213-223917,FullFwd,44,62.0,257,033
260213-223917,FullFwd,45,41.0,257,033
260213-223917,FullFwd,46,14.0,257,033
260213-223917,NoBkFullFwd,42,125.0,257,033
260213-223917,NoBkFullFwd,43,133.0,257,033
260213-223917,NoBkFullFwd,44,148.0,257,033
260213-223917,NoBkFullFwd,45,166.0,257,033
260213-223917,NoBkFullFwd,46,152.0,257,033
260213-223917,Clone_ego,42,73.0,257,033
260213-223917,Clone_ego,43,98.0,257,033
260213-223917,Clone_ego,44,64.0,257,033
260213-223917,Clone_ego,45,56.0,257,033
260213-223917,Clone_ego,46,98.0,257,033
260213-223917,Clone_allo_real,42,27.0,257,033
260213-223917,Clone_allo_real,43,54.0,257,033
260213-223917,Clone_allo_real,44,68.0,257,033
260213-223917,Clone_allo_real,45,50.0,257,033
260213-223917,Clone_allo_real,46,21.0,257,033
260213-223917,Clone_allo_latent,42,27.0,257,033
260213-223917,Clone_allo_latent,43,54.0,257,033
260213-223917,Clone_allo_latent,44,68.0,257,033
260213-223917,Clone_allo_latent,45,50.0,257,033
260213-223917,Clone_allo_latent,46,21.0,257,033
260216-230300,FullFwd,42,53.0,270,033
260216-230300,FullFwd,43,84.0,270,033
260216-230300,FullFwd,44,68.0,270,033
260216-230300,FullFwd,45,47.0,270,033
260216-230300,FullFwd,46,14.0,270,033
260216-230300,NoBkFullFwd,42,125.0,270,033
260216-230300,NoBkFullFwd,43,145.0,270,033
260216-230300,NoBkFullFwd,44,153.0,270,033
260216-230300,NoBkFullFwd,45,166.0,270,033
260216-230300,NoBkFullFwd,46,152.0,270,033
260216-230300,Clone_ego,42,73.0,270,033
260216-230300,Clone_ego,43,35.0,270,033
260216-230300,Clone_ego,44,84.0,270,033
260216-230300,Clone_ego,45,97.0,270,033
260216-230300,Clone_ego,46,60.0,270,033
260216-230300,Clone_allo_real,42,51.0,270,033
260216-230300,Clone_allo_real,43,40.0,270,033
260216-230300,Clone_allo_real,44,41.0,270,033
260216-230300,Clone_allo_real,45,51.0,270,033
260216-230300,Clone_allo_real,46,27.0,270,033
260216-230300,Clone_allo_latent,42,51.0,270,033
260216-230300,Clone_allo_latent,43,40.0,270,033
260216-230300,Clone_allo_latent,44,41.0,270,033
260216-230300,Clone_allo_latent,45,51.0,270,033
260216-230300,Clone_allo_latent,46,27.0,270,033
260217-193501,FullFwd,42,53.0,242,033
260217-193501,FullFwd,43,84.0,242,033
260217-193501,FullFwd,44,56.0,242,033
260217-193501,FullFwd,45,41.0,242,033
260217-193501,FullFwd,46,14.0,242,033
260217-193501,NoBkFullFwd,42,123.0,242,033
260217-193501,NoBkFullFwd,43,121.0,242,033
260217-193501,NoBkFullFwd,44,134.0,242,033
260217-193501,NoBkFullFwd,45,165.0,242,033
260217-193501,NoBkFullFwd,46,152.0,242,033
260217-193501,Clone_ego,42,90.0,242,033
260217-193501,Clone_ego,43,80.0,242,033
260217-193501,Clone_ego,44,55.0,242,033
260217-193501,Clone_ego,45,91.0,242,033
260217-193501,Clone_ego,46,54.0,242,033
260217-193501,Clone_allo_real,42,52.0,242,033
260217-193501,Clone_allo_real,43,46.0,242,033
260217-193501,Clone_allo_real,44,67.0,242,033
260217-193501,Clone_allo_real,45,38.0,242,033
260217-193501,Clone_allo_real,46,21.0,242,033
260217-193501,Clone_allo_latent,42,52.0,242,033
260217-193501,Clone_allo_latent,43,46.0,242,033
260217-193501,Clone_allo_latent,44,67.0,242,033
260217-193501,Clone_allo_latent,45,38.0,242,033
260217-193501,Clone_allo_latent,46,21.0,242,033
260218-180723,FullFwd,42,69.0,291,033
260218-180723,FullFwd,43,55.0,291,033
260218-180723,FullFwd,44,41.0,291,033
260218-180723,FullFwd,45,42.0,291,033
260218-180723,FullFwd,46,14.0,291,033
260218-180723,NoBkFullFwd,42,153.0,291,033
260218-180723,NoBkFullFwd,43,148.0,291,033
260218-180723,NoBkFullFwd,44,119.0,291,033
260218-180723,NoBkFullFwd,45,184.0,291,033
260218-180723,NoBkFullFwd,46,191.0,291,033
260218-180723,Clone_ego,42,56.0,291,033
260218-180723,Clone_ego,43,55.0,291,033
260218-180723,Clone_ego,44,102.0,291,033
260218-180723,Clone_ego,45,54.0,291,033
260218-180723,Clone_ego,46,95.0,291,033
260218-180723,Clone_allo_real,42,22.0,291,033
260218-180723,Clone_allo_real,43,50.0,291,033
260218-180723,Clone_allo_real,44,68.0,291,033
260218-180723,Clone_allo_real,45,26.0,291,033
260218-180723,Clone_allo_real,46,33.0,291,033
260218-180723,Clone_allo_latent,42,22.0,291,033
260218-180723,Clone_allo_latent,43,50.0,291,033
260218-180723,Clone_allo_latent,44,68.0,291,033
260218-180723,Clone_allo_latent,45,26.0,291,033
260218-180723,Clone_allo_latent,46,33.0,291,033
260219-233757,FullFwd,42,41.0,175,033
260219-233757,FullFwd,43,42.0,175,033
260219-233757,FullFwd,44,32.0,175,033
260219-233757,FullFwd,45,22.0,175,033
260219-233757,FullFwd,46,14.0,175,033
260219-233757,NoBkFullFwd,42,106.0,175,033
260219-233757,NoBkFullFwd,43,89.0,175,033
260219-233757,NoBkFullFwd,44,64.0,175,033
260219-233757,NoBkFullFwd,45,97.0,175,033
260219-233757,NoBkFullFwd,46,115.0,175,033
260219-233757,Clone_ego,42,27.0,175,033
260219-233757,Clone_ego,43,81.0,175,033
260219-233757,Clone_ego,44,68.0,175,033
260219-233757,Clone_ego,45,56.0,175,033
260219-233757,Clone_ego,46,42.0,175,033
260219-233757,Clone_allo_real,42,34.0,175,033
260219-233757,Clone_allo_real,43,26.0,175,033
260219-233757,Clone_allo_real,44,33.0,175,033
260219-233757,Clone_allo_real,45,12.0,175,033
260219-233757,Clone_allo_real,46,9.0,175,033
260219-233757,Clone_allo_latent,42,34.0,175,033
260219-233757,Clone_allo_latent,43,26.0,175,033
260219-233757,Clone_allo_latent,44,33.0,175,033
260219-233757,Clone_allo_latent,45,12.0,175,033
260219-233757,Clone_allo_latent,46,9.0,175,033
260220-185055,FullFwd,42,69.0,246,033
260220-185055,FullFwd,43,55.0,246,033
260220-185055,FullFwd,44,41.0,246,033
260220-185055,FullFwd,45,42.0,246,033
260220-185055,FullFwd,46,14.0,246,033
260220-185055,NoBkFullFwd,42,134.0,246,033
260220-185055,NoBkFullFwd,43,119.0,246,033
260220-185055,NoBkFullFwd,44,103.0,246,033
260220-185055,NoBkFullFwd,45,155.0,246,033
260220-185055,NoBkFullFwd,46,161.0,246,033
260220-185055,Clone_ego,42,77.0,246,033
260220-185055,Clone_ego,43,81.0,246,033
260220-185055,Clone_ego,44,78.0,246,033
260220-185055,Clone_ego,45,49.0,246,033
260220-185055,Clone_ego,46,62.0,246,033
260220-185055,Clone_allo_real,42,52.0,246,033
260220-185055,Clone_allo_real,43,48.0,246,033
260220-185055,Clone_allo_real,44,64.0,246,033
260220-185055,Clone_allo_real,45,38.0,246,033
260220-185055,Clone_allo_real,46,22.0,246,033
260220-185055,Clone_allo_latent,42,52.0,246,033
260220-185055,Clone_allo_latent,43,48.0,246,033
260220-185055,Clone_allo_latent,44,64.0,246,033
260220-185055,Clone_allo_latent,45,38.0,246,033
260220-185055,Clone_allo_latent,46,22.0,246,033
260222-190726,FullFwd,42,41.0,151,033
260222-190726,FullFwd,43,35.0,151,033
260222-190726,FullFwd,44,27.0,151,033
260222-190726,FullFwd,45,21.0,151,033
260222-190726,FullFwd,46,14.0,151,033
260222-190726,NoBkFullFwd,42,101.0,151,033
260222-190726,NoBkFullFwd,43,78.0,151,033
260222-190726,NoBkFullFwd,44,64.0,151,033
260222-190726,NoBkFullFwd,45,78.0,151,033
260222-190726,NoBkFullFwd,46,105.0,151,033
260222-190726,Clone_ego,42,22.0,151,033
260222-190726,Clone_ego,43,55.0,151,033
260222-190726,Clone_ego,44,42.0,151,033
260222-190726,Clone_ego,45,25.0,151,033
260222-190726,Clone_ego,46,35.0,151,033
260222-190726,Clone_allo_real,42,49.0,151,033
260222-190726,Clone_allo_real,43,25.0,151,033
260222-190726,Clone_allo_real,44,42.0,151,033
260222-190726,Clone_allo_real,45,24.0,151,033
260222-190726,Clone_allo_real,46,13.0,151,033
260222-190726,Clone_allo_latent,42,49.0,151,033
260222-190726,Clone_allo_latent,43,25.0,151,033
260222-190726,Clone_allo_latent,44,42.0,151,033
260222-190726,Clone_allo_latent,45,24.0,151,033
260222-190726,Clone_allo_latent,46,13.0,151,033
260223-191545,FullFwd,42,32.0,131,033
260223-191545,FullFwd,43,32.0,131,033
260223-191545,FullFwd,44,23.0,131,033
260223-191545,FullFwd,45,13.0,131,033
260223-191545,FullFwd,46,14.0,131,033
260223-191545,NoBkFullFwd,42,93.0,131,033
260223-191545,NoBkFullFwd,43,66.0,131,033
260223-191545,NoBkFullFwd,44,55.0,131,033
260223-191545,NoBkFullFwd,45,69.0,131,033
260223-191545,NoBkFullFwd,46,90.0,131,033
260223-191545,Clone_ego,42,52.0,131,033
260223-191545,Clone_ego,43,53.0,131,033
260223-191545,Clone_ego,44,27.0,131,033
260223-191545,Clone_ego,45,46.0,131,033
260223-191545,Clone_ego,46,27.0,131,033
260223-191545,Clone_allo_real,42,48.0,131,033
260223-191545,Clone_allo_real,43,22.0,131,033
260223-191545,Clone_allo_real,44,41.0,131,033
260223-191545,Clone_allo_real,45,24.0,131,033
260223-191545,Clone_allo_real,46,10.0,131,033
260223-191545,Clone_allo_latent,42,48.0,131,033
260223-191545,Clone_allo_latent,43,22.0,131,033
260223-191545,Clone_allo_latent,44,41.0,131,033
260223-191545,Clone_allo_latent,45,24.0,131,033
260223-191545,Clone_allo_latent,46,10.0,131,033
